geocohort,bids,impressions,clicks,spend
N1S0A2,20,18,0,0.211634
N1S1A7,42,37,1,0.426525
N1S1A9,40,40,0,0.465775
N1S1C5,1,1,0,0.011993
N1S1G3,1,1,0,0.01198
N1S1K5,1,1,0,0.011792
N1S1N2,1,1,0,0.011764
N1S1N4,4,4,0,0.045973
N1S1R9,1,1,0,0.011524
N1S1S3,4,4,0,0.046723
N1S1S4,295,247,0,2.885504
N1S1X1,2,2,0,0.023366
N1S1Y3,9,10,0,0.114846
N1S1Z1,1,1,0,0.011502
N1S1Z4,4,4,0,0.047092
N1S2A9,1,1,0,0.011555
N1S2C5,4,5,0,0.058106
N1S2C9,3,3,0,0.034664
N1S2E8,4,4,0,0.046588
N1S2G4,2,2,0,0.023792
N1S2M1,8,6,0,0.071506
N1S2M2,14,10,0,0.11757
N1S2M4,1,1,0,0.012002
N1S2M5,7,7,0,0.080672
N1S2N6,103,120,0,1.393628
N1S3A1,5,4,0,0.047028
N1S3B8,1,1,0,0.011601
N1S3G7,12,12,0,0.14021
N1S3M6,1,1,0,0.011493
N1S3M9,1,1,0,0.011555
N1S3P2,3,2,0,0.023176
N1S3P3,3,3,0,0.035187
N1S3P7,24,22,0,0.257552
N1S3W7,4,4,0,0.046924
N1S3X4,1,1,0,0.011495
N1S3Y8,7,4,0,0.047037
N1S4B6,13,12,0,0.141652
N1S4C1,1,1,0,0.01149
N1S4C3,14,15,0,0.174288
N1S4C4,8,5,0,0.060115
N1S4E1,15,15,0,0.17395
N1S4E4,9,9,0,0.105431
N1S4E5,17,16,0,0.186392
N1S4H9,5,5,0,0.059456
N1S4M5,1,1,0,0.011648
N1S4N4,1,1,0,0.011647
N1S4P6,4,4,0,0.045864
N1S4R2,5,3,0,0.035124
N1S4S3,1,1,0,0.011594
N1S4S8,6,3,0,0.034098
N1S4W3,4,4,0,0.046863
N1S4W4,2,1,0,0.012049
N1S4W5,6,5,0,0.05775
N1S4X9,3,3,0,0.034896
N1S4Y7,3,3,0,0.034285
N1S5A1,30,28,0,0.328389
N1S5A4,9,8,0,0.093053
N1S5B1,13,13,0,0.151059
N1S5B3,8,7,0,0.081166
N1S5B6,1,1,0,0.011533
N1S5B8,8,7,0,0.082145
N1T,9,9,0,0.106084
N1T0A8,2,2,0,0.022975
N1T0B1,34,32,0,0.377466
N1T0B2,3,3,0,0.035376
N1T0B3,9,8,0,0.09288
N1T1E4,2,2,0,0.022859
N1T1E6,3,3,0,0.035124
N1T1J7,39,24,0,0.282785
N1T1J9,12,10,0,0.114687
N1T1K1,21,21,0,0.244163
N1T1K2,10,10,0,0.116606
N1T1K4,12,10,0,0.116093
N1T1K5,23,22,0,0.255373
N1T1K7,4,4,0,0.046463
N1T1K9,8,7,1,0.080974
N1T1L2,14,8,0,0.096069
N1T1L4,1,1,0,0.011791
N1T1L5,2,2,0,0.023262
N1T1L6,6,6,0,0.07047
N1T1L8,451,381,0,4.444568
N1T1M1,38,39,0,0.455103
N1T1M8,7,5,0,0.060049
N1T1M9,16,16,0,0.187384
N1T1N3,5,4,0,0.046919
N1T1N9,11,9,0,0.105691
N1T1P3,1,1,0,0.011483
N1T1P6,1,1,0,0.01157
N1T1R1,8,6,0,0.070253
N1T1R2,2,2,0,0.02354
N1T1R3,1,1,0,0.011555
N1T1R7,1,1,0,0.011696
N1T1R8,9,9,0,0.107355
N1T1T5,18,17,0,0.196134
N1T1T6,12,8,0,0.093979
N1T1T7,32,29,0,0.341481
N1T1T8,4,4,0,0.046519
N1T1V1,14,10,0,0.11464
N1T1V5,1,1,0,0.011795
N1T1V6,4,3,0,0.035319
N1T1V8,12,12,0,0.141433
N1T1W4,16,13,0,0.151288
N1T1W5,7,6,0,0.070846
N1T1W6,8,8,0,0.092653
N1T1X1,2,2,0,0.02342
N1T1X3,7,7,0,0.080779
N1T1X5,27,35,0,0.418286
N1T1X7,2,2,0,0.023449
N1T1X8,7,7,0,0.081019
N1T1Y1,6,5,0,0.057937
N1T1Y3,1,1,0,0.012004
N1T1Y4,9,8,0,0.0932
N1T1Y5,40,35,0,0.420446
N1T1Y6,40,38,0,0.443702
N1T1Y7,5,5,0,0.057787
N1T1Y8,6,2,0,0.023351
N1T1Z1,17,10,0,0.118395
N1T1Z7,2,2,0,0.022732
N1T1Z8,543,498,0,5.735226
N1T1Z9,2,2,0,0.023582
N1T2A1,2,2,0,0.023499
N1T2A4,4,4,0,0.047037
N1T2A5,254,199,0,2.296818
N1T2A6,1,1,0,0.011495
N1T2A7,204,172,0,2.048134
N1T2B5,151,138,0,1.617998
N1T2B6,6,5,0,0.058142
N1T2C3,54,49,0,0.573219
N1T2C4,10,9,0,0.103823
N1T2C5,1,1,0,0.01149
N1T2C8,7,7,0,0.081928
N1T2C9,10,9,0,0.105745
N1T2E2,1,1,0,0.011459
N1T2E8,1,1,0,0.011657
N1T2E9,1,1,0,0.011779
N1T2G2,2,2,0,0.023097
N1T2G3,20,20,0,0.235394
N1T2G5,4,4,0,0.04665
N1T2G7,2,2,0,0.022462
N1T2G8,3,3,0,0.035207
N1T2H2,25,21,0,0.244327
N1T2H3,1,1,0,0.011451
N1T2H5,3,4,0,0.046222
N1T2H8,5,5,0,0.058134
N1T2J5,18,17,0,0.197884
N1T2J6,87,78,0,0.899361
N1T2J8,1,1,0,0.011511
N1T2J9,18,18,0,0.210939
N1T2K2,2,2,0,0.023159
N1T2K4,4,4,0,0.04674
N1T2K5,7,7,0,0.083172
N1T2K6,40,37,0,0.435327
N2A,20,14,0,0.165023
N2A0A2,30,26,0,0.301555
N2A0A3,18,17,0,0.197511
N2A0A4,49,46,0,0.535104
N2A0A6,27,27,0,0.317096
N2A0A7,2,2,0,0.024012
N2A0A9,38,31,0,0.365838
N2A0B4,2,2,0,0.023117
N2A0C6,321,206,0,2.384637
N2A0C9,1,1,0,0.011634
N2A0E9,212,170,0,1.981
N2A1H8,1,1,0,0.011553
N2A1H9,41,36,1,0.417175
N2A1J7,1,1,0,0.011657
N2A1L3,3,1,0,0.012004
N2A1L7,1,1,0,0.012004
N2A1M7,2,2,0,0.023088
N2A1N7,12,12,0,0.1407
N2A1P6,2,2,0,0.023383
N2A1R3,2,2,0,0.023595
N2A1T1,1,1,0,0.011496
N2A1W4,2,2,0,0.023006
N2A1Y4,1,1,0,0.011653
N2A1Z5,1,1,0,0.011631
N2A2A9,2,2,0,0.023128
N2A2B8,5,5,0,0.057686
N2A2C5,2,2,0,0.022732
N2A2G5,4,4,0,0.046581
N2A2H5,1,1,0,0.011746
N2A2H7,8,6,0,0.071487
N2A2L7,6,5,0,0.059319
N2A2N4,45,44,0,0.510616
N2A2N7,1,1,0,0.012006
N2A2P1,3,3,0,0.03474
N2A2R8,12,12,0,0.14071
N2A2W3,2,2,0,0.023154
N2A2W6,6,5,0,0.057801
N2A2Y6,21,20,0,0.234561
N2A3A4,2,2,0,0.023751
N2A3G5,15,15,0,0.175255
N2A3J7,24,21,0,0.243649
N2A3K4,1,1,0,0.011451
N2A3P7,26,24,0,0.279228
N2A3P8,2,2,0,0.023217
N2A3S2,42,38,0,0.438179
N2A3S7,1,1,0,0.011795
N2A3S9,4,3,0,0.034716
N2A3T3,2,2,0,0.023552
N2A3T5,1,1,0,0.011386
N2A3T6,2,2,0,0.023038
N2A3V2,10,9,0,0.104116
N2A3V3,11,8,0,0.093008
N2A3V6,1,1,0,0.011786
N2A3W2,5,5,0,0.058464
N2A3W3,2,2,0,0.022837
N2A3W4,1,1,0,0.011451
N2A3W5,1058,640,1,7.385804
N2A3X5,6,5,0,0.058961
N2A3Y9,4,4,0,0.046312
N2A3Z5,1,1,0,0.011538
N2A3Z6,2,1,0,0.01163
N2A4A2,434,311,0,3.609529
N2A4A8,27,35,0,0.405356
N2A4B1,6,6,0,0.070294
N2A4B5,2,1,0,0.011657
N2A4B6,54306,41993,57,485.743099
N2A4B8,271,215,1,2.521389
N2A4B9,2,2,0,0.022995
N2A4C4,8,6,0,0.069626
N2A4C6,38,37,0,0.42836
N2A4C8,1828,1438,1,16.757409
N2A4C9,10,10,0,0.116027
N2A4H2,1,1,0,0.011965
N2A4H5,11,11,0,0.129634
N2A4H7,4,4,0,0.046703
N2A4H9,12,12,0,0.140055
N2A4J4,56,55,0,0.64529
N2A4J7,49,46,0,0.529176
N2A4J8,2,2,0,0.023583
N2A4J9,1,1,0,0.011601
N2A4K4,2,2,0,0.02363
N2A4K5,7,7,0,0.080909
N2A4L2,2,1,0,0.011533
N2A4L4,4,2,0,0.023141
N2A4L5,60,57,0,0.664413
N2A4L8,12,10,0,0.116774
N2A4L9,3,3,0,0.035753
N2A4M2,2,2,0,0.023047
N2A4M7,8,8,0,0.094416
N2A4M8,6,6,0,0.069846
N2A4M9,12,10,0,0.115616
N2A4N2,12,9,0,0.103907
N2B,5,4,0,0.047148
N2B1A4,59,57,0,0.663451
N2B1E2,2,2,0,0.023307
N2B1H4,1,1,0,0.011502
N2B1N8,9,9,0,0.10393
N2B1S4,2,2,0,0.023176
N2B2G7,6,5,0,0.057445
N2B2K1,3,3,0,0.035176
N2B2M8,1,1,0,0.011757
N2B2T4,23,20,0,0.235967
N2B2V8,255,213,0,2.492698
N2B2W1,11,12,0,0.140547
N2B2W8,64,58,0,0.68224
N2B2W9,2,2,0,0.022993
N2B3B4,1,1,0,0.011698
N2B3G3,1,1,0,0.012002
N2B3G7,2,1,0,0.011483
N2B3K3,1,1,0,0.011588
N2B3K4,3,3,0,0.034668
N2B3K8,1,1,0,0.011569
N2B3M5,4,5,0,0.05795
N2B3M7,2,2,0,0.023123
N2B3M8,1,1,0,0.011653
N2B3P1,3,3,0,0.034691
N2B3R9,18,15,0,0.179398
N2B3S5,5,3,0,0.035331
N2B3S7,5,6,0,0.069342
N2B3S8,10,11,0,0.127723
N2B3T7,4,4,0,0.046601
N2B3T8,7,6,0,0.069806
N2B3V2,18,14,0,0.163229
N2B3W1,24,24,0,0.276803
N2B3W5,1,1,0,0.011746
N2B3W7,5,5,0,0.058396
N2B3W8,3383,2392,1,27.698439
N2C,1,1,0,0.011787
N2C0A4,133,125,0,1.445335
N2C0B2,50,46,0,0.53004
N2C1J7,2,2,0,0.023169
N2C1K7,19,19,0,0.221642
N2C1N4,6,6,0,0.070782
N2C1P3,10,9,0,0.105202
N2C1P7,6,6,0,0.069869
N2C1P9,3,3,0,0.03442
N2C1R3,3,3,0,0.034696
N2C1S1,2,2,0,0.02299
N2C1S3,23,20,0,0.23457
N2C1V9,2,2,0,0.022868
N2C2A8,3,2,0,0.023084
N2C2B5,1,2,0,0.023595
N2C2B9,2,2,0,0.023168
N2C2J5,6,5,0,0.057527
N2C2J8,2,1,0,0.012006
N2C2K9,1,1,0,0.011764
N2C2M1,7,3,0,0.03497
N2C2M6,18,18,0,0.209866
N2C2M9,1,1,0,0.011532
N2C2P5,2,2,0,0.023579
N2C2P9,1,1,0,0.01149
N2C2T3,32,29,0,0.337131
N2C2T4,14,10,0,0.115929
N2C2T5,13,10,0,0.117995
N2C2T6,5,5,0,0.058846
N2C2T7,6,5,0,0.058357
N2C2T8,38,36,0,0.418793
N2E,15,13,0,0.153235
N2E0A4,19,17,0,0.196639
N2E0A6,1,1,0,0.011554
N2E0A7,6,6,0,0.069472
N2E0B1,6,6,0,0.06966
N2E0B3,280,190,0,2.195026
N2E0B4,1,1,0,0.011539
N2E0B5,4,4,0,0.047154
N2E0E1,11,7,0,0.081518
N2E1A6,8,7,0,0.081691
N2E1G6,6,4,0,0.046464
N2E1J3,1317,780,1,9.006981
N2E1K3,1,1,0,0.011634
N2E1K6,1,1,0,0.011746
N2E1L9,1,1,0,0.011653
N2E1M5,1,1,0,0.012004
N2E1M7,2,2,0,0.023339
N2E1S2,1,1,0,0.012006
N2E1S4,8,8,0,0.094332
N2E1S6,5,4,0,0.04658
N2E1T5,2,2,0,0.023637
N2E1V2,11,10,0,0.117027
N2E1W2,1,1,0,0.011588
N2E1Y1,7,7,0,0.082124
N2E1Z4,16,16,0,0.186893
N2E1Z7,1,1,0,0.011614
N2E2A5,98,94,0,1.08996
N2E2A6,3,2,0,0.023521
N2E2C1,1,1,0,0.011797
N2E2H1,3,2,0,0.023308
N2E2H3,2,2,0,0.023077
N2E2J1,7,7,1,0.080961
N2E2J2,36,32,0,0.370454
N2E2K2,18,15,0,0.175569
N2E2K4,1,1,0,0.011746
N2E2K7,1,1,0,0.011534
N2E2L2,1,2,0,0.023134
N2E2L4,6,4,0,0.045984
N2E2N2,1,1,0,0.011601
N2E2N8,1,1,0,0.011231
N2E2N9,3,3,0,0.035195
N2E2P6,1,1,0,0.011306
N2E2P8,2,2,0,0.023383
N2E2P9,1,1,0,0.011534
N2E2R3,1,1,0,0.011791
N2E2R8,10,6,0,0.069603
N2E2S2,4,4,0,0.046415
N2E2S9,5,5,0,0.058059
N2E2T2,3,4,0,0.046002
N2E2T5,2,2,0,0.02299
N2E2T8,1,1,0,0.011588
N2E2V2,1,1,0,0.011459
N2E2V8,2,1,0,0.011797
N2E2W4,13,8,0,0.094585
N2E2Z2,2,2,0,0.023299
N2E3A3,2,2,0,0.022861
N2E3B7,7,6,0,0.069482
N2E3B9,1,1,0,0.011567
N2E3G5,3,3,0,0.035053
N2E3G6,6,5,0,0.057503
N2E3H8,2,2,0,0.023588
N2E3J4,1,1,0,0.011498
N2E3J5,3,2,0,0.023588
N2E3J7,2,2,0,0.023141
N2E3K4,4,4,0,0.046307
N2E3K5,2,2,0,0.023544
N2E3K6,67,66,0,0.766617
N2E3K7,12,12,0,0.138313
N2E3K9,13,12,0,0.141801
N2E3L3,36,33,0,0.382786
N2E3M3,1,1,0,0.011511
N2E3M4,1,1,0,0.012012
N2E3N2,8,7,0,0.081355
N2E3N3,104,109,0,1.25541
N2E3N9,2379,1743,4,20.360527
N2E3P1,1,1,0,0.011496
N2E3P2,33,30,0,0.348646
N2E3P3,7,7,0,0.081816
N2E3P4,2,2,0,0.023064
N2E3P5,3,3,0,0.034663
N2E3P6,19,18,0,0.212978
N2E3P7,13,12,0,0.139003
N2E3P8,22,21,0,0.247664
N2E3P9,8,5,0,0.057558
N2E3R1,48,45,0,0.519722
N2E3R2,15,14,0,0.160984
N2E3R4,18,18,0,0.2082
N2E3R8,38,34,0,0.397723
N2E3S5,14,11,0,0.127292
N2E3S8,2,2,0,0.023178
N2E3S9,1,1,0,0.011487
N2E3T2,40,38,0,0.44139
N2E3T3,6,6,0,0.07001
N2E3T5,5,4,0,0.047136
N2E3T9,12,8,0,0.092845
N2E3V2,15,15,0,0.174727
N2E3V7,2,2,0,0.023069
N2E3V8,25,24,0,0.282482
N2E3V9,1,1,0,0.011792
N2E3W1,22,21,0,0.2439
N2E3W2,6,6,0,0.069817
N2E3W4,5,5,0,0.057747
N2E3W6,3,3,0,0.035355
N2E3X2,2,2,0,0.023143
N2E3Y5,5,5,0,0.057677
N2E3Y7,2,2,0,0.024012
N2E3Y9,15,16,1,0.188075
N2E3Z7,1,1,0,0.011791
N2E3Z8,19,16,0,0.187089
N2E4A5,25,24,0,0.280632
N2E4A6,248,143,0,1.681128
N2E4B1,1,1,0,0.011631
N2E4B5,4,4,0,0.047309
N2E4C1,12,12,0,0.137909
N2E4C2,4,4,0,0.046815
N2E4C3,4,4,0,0.046698
N2E4C4,12,6,0,0.070073
N2E4C5,5,4,0,0.047497
N2E4C7,20,19,0,0.224051
N2E4C8,12,7,0,0.083488
N2E4C9,1,1,0,0.011766
N2E4E1,11,10,0,0.118046
N2E4E5,7,7,0,0.082804
N2E4E8,2,2,0,0.023064
N2E4G1,5,5,0,0.057231
N2E4G2,1,1,0,0.011746
N2E4G3,13,11,0,0.126419
N2E4G7,27,27,0,0.31202
N2E4G8,8,8,0,0.09317
N2E4G9,10,10,0,0.1173
N2E4H1,16,14,0,0.164502
N2E4H2,6,5,0,0.059755
N2E4H3,7,6,0,0.071386
N2E4H6,2,2,0,0.023165
N2E4H7,1,1,0,0.011791
N2E4H8,1,1,0,0.012049
N2E4J5,6,6,0,0.069631
N2E4K4,22,19,0,0.219389
N2E4L3,1,1,0,0.011532
N2E4L7,14,13,0,0.153364
N2G,18,14,0,0.165022
N2G1K5,8,7,0,0.081213
N2G1L4,1,1,0,0.011483
N2G1L5,2,2,0,0.023176
N2G1M9,2,2,0,0.024042
N2G1P3,4,4,0,0.045643
N2G1R4,10,10,0,0.115762
N2G1S6,1,1,0,0.011795
N2G1Y3,1,1,0,0.011797
N2G1Z5,8,8,0,0.093427
N2G2B4,7,7,0,0.080755
N2G2B8,3,3,0,0.035097
N2G2C1,55,52,0,0.607684
N2G2H4,1,1,0,0.011988
N2G2J6,5,5,0,0.057436
N2G2N4,3,3,0,0.034514
N2G2P1,5,4,0,0.04658
N2G2V4,5,5,0,0.057882
N2G2V8,2,2,0,0.023301
N2G2X3,4,4,0,0.046397
N2G3A5,1,1,0,0.011528
N2G3B9,2,2,0,0.023048
N2G3E1,1,1,0,0.012004
N2G3E2,1,1,0,0.011519
N2G3E8,2,2,0,0.022985
N2G3G4,1,1,0,0.011653
N2G3G5,9,7,0,0.083244
N2G3H6,2,2,0,0.023572
N2G3J6,4,4,0,0.046052
N2G3K5,17,15,0,0.172577
N2G3L6,2,2,0,0.023379
N2G3M1,4,3,0,0.034942
N2G3M2,523,399,1,4.661686
N2G3M4,40,40,0,0.472791
N2G3M6,3,3,0,0.034761
N2G3N8,4,3,0,0.034611
N2G3R2,26,25,0,0.290604
N2G3S3,11,11,0,0.12702
N2G3T7,13,6,0,0.069406
N2G4M1,2,2,0,0.02349
N2G4S1,4,4,0,0.046181
N2G4T7,3,2,0,0.022888
N2G4V2,10,11,0,0.128063
N2G4Z9,1,1,0,0.011797
N2H,7,5,0,0.058936
N2H1E8,2,2,0,0.022732
N2H1J8,2,1,0,0.011585
N2H1N5,4,5,0,0.057215
N2H1R6,2,1,0,0.011495
N2H2E1,18,17,0,0.197022
N2H2E8,7,6,0,0.069314
N2H2H7,5,5,0,0.057982
N2H2R8,2,2,0,0.023973
N2H2V2,17,17,0,0.196604
N2H3J2,1,1,0,0.011746
N2H3K8,1,1,0,0.011554
N2H3M9,2,2,0,0.023072
N2H3N1,2,2,0,0.023185
N2H3R1,71,67,0,0.775726
N2H4E1,6,6,0,0.071358
N2H4E2,2,2,0,0.022986
N2H4J3,2,1,0,0.011502
N2H4N5,5,5,0,0.059104
N2H4P1,3,1,0,0.011495
N2H4P3,8,9,0,0.103101
N2H4S4,4,5,0,0.057729
N2H5A3,2,2,0,0.02356
N2H5C6,2,4,0,0.046568
N2H5H4,1,1,0,0.011567
N2H5R1,2,2,0,0.023311
N2H5V2,3,2,0,0.023215
N2H5W6,5,5,0,0.057943
N2H6K4,1,1,0,0.011451
N2J1A1,1,1,0,0.011797
N2J1A2,53,50,0,0.587077
N2J1C4,18,18,1,0.209291
N2J1M7,3,2,0,0.023547
N2J1N7,4,4,0,0.047274
N2J1Z4,2,2,0,0.023999
N2J2K3,6,7,0,0.081412
N2J2M3,3,3,0,0.034557
N2J2M6,11,9,0,0.103311
N2J2N1,1,1,0,0.011555
N2J2P1,4,3,0,0.034463
N2J2T8,4,3,0,0.034369
N2J2V2,1,1,0,0.012004
N2J3G9,30,24,0,0.276864
N2J3K3,8,8,0,0.093737
N2J3K4,1,1,0,0.011496
N2J3K5,2,2,0,0.022964
N2J3L5,6,5,0,0.058023
N2J3L7,3,3,0,0.034954
N2J3M5,1,1,0,0.011231
N2J3M6,1,1,0,0.012004
N2J3M8,6,6,0,0.070083
N2J3M9,2,2,0,0.023176
N2J3X2,7,7,0,0.081176
N2J3Z4,1,1,0,0.011747
N2J4G8,8,7,0,0.081315
N2J4J7,450,313,0,3.62636
N2J4L8,11,10,0,0.114908
N2J4M5,4,4,0,0.046018
N2J4M9,2,2,0,0.023543
N2J4S5,1,1,0,0.011993
N2J4Y3,26,24,0,0.278715
N2J4Y4,7,5,0,0.058143
N2J4Y5,4,4,0,0.046352
N2J4Y6,4,4,0,0.04701
N2J4Y7,1,1,0,0.011629
N2J4Y9,3,3,0,0.03529
N2J4Z7,40,34,0,0.397813
N2J4Z8,2,2,0,0.023193
N2K,12,8,0,0.094299
N2K0B3,26,25,0,0.289543
N2K1A6,7,5,0,0.057416
N2K1A9,1,1,0,0.012004
N2K1K2,10,5,0,0.05862
N2K1K8,27,29,0,0.338285
N2K1K9,1,1,0,0.011513
N2K1R2,9,9,0,0.104134
N2K1S7,11,11,0,0.128868
N2K1T1,10,10,0,0.115809
N2K1X7,3,3,0,0.035368
N2K1Y9,69,57,0,0.670046
N2K2C1,5,4,0,0.045943
N2K2C4,3,3,0,0.035298
N2K2E7,20,20,0,0.232928
N2K2M2,2,2,0,0.023126
N2K2M8,5,3,0,0.035138
N2K2R8,5,4,0,0.046221
N2K2X4,12,9,0,0.104633
N2K3B6,273,157,0,1.817213
N2K3E3,3,1,0,0.011511
N2K3G5,3,3,0,0.034739
N2K3M4,5,5,0,0.059411
N2K3M6,3,3,1,0.035391
N2K3R7,23,20,0,0.232135
N2K3S7,4,3,0,0.034826
N2K3S8,3,2,0,0.023156
N2K3V9,1,1,0,0.011634
N2K3W7,1,1,0,0.011577
N2K3X1,3,3,0,0.035395
N2K3X2,4,4,0,0.046609
N2K3X4,1,1,0,0.012002
N2K3X6,5,4,0,0.046611
N2K3X7,5,4,0,0.046557
N2K4A5,3,3,0,0.035138
N2K4B2,22,19,0,0.221004
N2K4J3,2,2,0,0.023546
N2K4J4,24,24,0,0.278779
N2K4J5,11,11,0,0.127927
N2K4J6,36,36,0,0.416743
N2K4J7,106,99,0,1.154397
N2K4J8,170,137,0,1.581446
N2K4J9,15,12,0,0.139911
N2K4K1,18,16,0,0.187588
N2K4K2,1,1,0,0.011231
N2L,2,1,0,0.011787
N2L1P3,1,1,0,0.011366
N2L1R8,7,5,0,0.057225
N2L2A9,1,1,0,0.011483
N2L2R7,9,9,0,0.10808
N2L2S8,1,1,0,0.011555
N2L2T2,32,27,0,0.316889
N2L2T5,15,15,0,0.177301
N2L2T6,3,3,0,0.03507
N2L2T8,15,13,0,0.152528
N2L2V1,1,1,0,0.011555
N2L2X2,264,231,0,2.679835
N2L3G8,1,1,0,0.011764
N2L3H2,1,1,0,0.011797
N2L3H9,19,15,0,0.175683
N2L3J8,4,4,0,0.045984
N2L3P3,1,1,0,0.011653
N2L3R4,43,40,0,0.461413
N2L3R6,2,2,0,0.023346
N2L3R8,4,3,0,0.035113
N2L3V5,2,2,0,0.023514
N2L3W6,15,13,0,0.152111
N2L4B3,1,1,0,0.011519
N2L4B6,4,4,0,0.046485
N2L4P9,3,3,0,0.034503
N2L4S8,16,13,0,0.151891
N2L4T3,5,5,0,0.058939
N2L5B1,1,1,0,0.011597
N2L5H7,2,2,0,0.023285
N2L5K8,3,2,0,0.023229
N2L5K9,1,1,0,0.011725
N2L5L4,2,2,0,0.023004
N2L5L5,28,26,1,0.303763
N2L5T2,6,5,0,0.058934
N2L5T3,2,2,0,0.024
N2L5T7,1,1,0,0.011511
N2L5T8,1,1,0,0.011498
N2L5V1,1,1,0,0.011629
N2L5Y6,4,3,0,0.035051
N2L6A9,5,6,0,0.069683
N2L6B2,1,1,0,0.011538
N2L6C5,2,2,0,0.023261
N2L6J5,2,2,0,0.02353
N2L6L1,42,40,0,0.467741
N2L6L9,3,3,0,0.03423
N2L6M1,2,2,0,0.023997
N2L6M8,48,39,0,0.459865
N2L6N1,7,7,0,0.081135
N2L6N3,4,3,0,0.034642
N2L6N6,6,5,0,0.057593
N2L6R3,21,16,0,0.185469
N2M,15,12,0,0.141447
N2M0A1,376,340,0,3.946261
N2M1C2,5,4,0,0.04667
N2M1C3,1,1,0,0.011658
N2M1E4,6,6,0,0.070259
N2M1G9,2,2,0,0.02359
N2M1J1,14,12,0,0.139295
N2M1T1,19,18,0,0.210743
N2M1T7,6,6,0,0.068612
N2M1T8,9,9,0,0.105861
N2M1W1,1,1,0,0.011534
N2M1W9,6,6,0,0.070016
N2M1Y2,11,9,0,0.107324
N2M1Y4,7,6,0,0.069623
N2M2A6,17,13,1,0.151439
N2M2A7,9,9,0,0.104697
N2M2C5,13,12,0,0.141407
N2M2E4,6,5,0,0.058811
N2M2G1,219,179,0,2.073941
N2M2G3,1,2,0,0.023154
N2M2G8,9,10,0,0.115714
N2M2G9,1,1,0,0.011519
N2M2H2,10,8,0,0.093096
N2M2M3,1,1,0,0.011366
N2M2Y8,3,3,0,0.035314
N2M3A1,1,1,0,0.01154
N2M3K7,18,17,0,0.19943
N2M3L6,1,1,0,0.011746
N2M3L9,91,83,0,0.978136
N2M3M3,4,4,0,0.046737
N2M3S1,8,8,0,0.092
N2M3V2,132,108,0,1.258587
N2M4L3,2,1,0,0.011766
N2M4M8,38,34,0,0.397386
N2M4N1,3,3,0,0.035018
N2M4N2,4,3,0,0.035081
N2M4N9,2,2,0,0.022859
N2M4P7,1,1,0,0.011532
N2M4R8,2,2,0,0.023978
N2M4S5,2,2,0,0.023248
N2M4S9,13,11,0,0.126644
N2M4X3,17,17,0,0.194593
N2M4X7,4,3,0,0.034852
N2M4Y6,30,29,0,0.337968
N2M5B8,16,16,0,0.182738
N2M5E8,44,33,0,0.382476
N2M5H9,21,18,0,0.210735
N2M5K5,38,35,0,0.418867
N2M5L9,23,22,0,0.256489
N2M5M1,24,22,0,0.255988
N2M5M2,9,10,0,0.115703
N2M5M6,18,17,0,0.197569
N2M5N3,12,10,0,0.117224
N2N,3,3,0,0.035362
N2N0A1,167,140,0,1.633825
N2N0A3,3,1,0,0.011496
N2N0A4,13,13,0,0.152425
N2N0A5,9,9,0,0.105501
N2N0A8,37,37,0,0.431324
N2N0B5,2,2,0,0.023572
N2N0B7,46,43,0,0.504345
N2N1C4,3,3,0,0.035159
N2N1G8,9,8,0,0.092968
N2N1J3,1,1,0,0.011655
N2N1J5,4,4,0,0.046105
N2N1K8,9,9,0,0.103519
N2N1K9,2,2,0,0.023068
N2N1L3,8,8,0,0.094559
N2N1L7,1,1,0,0.011451
N2N1L8,1,1,0,0.011524
N2N1M1,14,14,0,0.163219
N2N1N1,3,3,0,0.035115
N2N1N4,39,37,0,0.428277
N2N1N7,2,2,0,0.023151
N2N1P1,2,2,0,0.023584
N2N1P3,1,1,0,0.011502
N2N1P7,2,1,0,0.012052
N2N1P9,1,1,0,0.011496
N2N1R9,13,13,0,0.149703
N2N1S3,6,5,0,0.058603
N2N1S9,1,1,0,0.011631
N2N1T5,1,1,0,0.011585
N2N1V9,2,2,0,0.023387
N2N1W3,4,4,0,0.046238
N2N1X6,16,15,0,0.175309
N2N1Y8,3,1,0,0.012016
N2N1Z2,1,1,0,0.011545
N2N1Z6,1,1,0,0.011757
N2N2A9,3,3,0,0.034754
N2N2E2,5,5,0,0.057925
N2N2N7,8,7,0,0.08054
N2N2R8,5,5,0,0.057564
N2N2V2,5,2,0,0.02326
N2N2V7,1,1,0,0.012016
N2N2Y1,1,1,0,0.01154
N2N2Y5,2,2,0,0.023248
N2N2Y9,27,26,0,0.301717
N2N3A7,1,1,0,0.011657
N2N3B2,39,41,0,0.475869
N2N3B4,9,9,0,0.106033
N2N3C9,3,3,0,0.034296
N2N3E2,13,13,0,0.151041
N2N3E5,2,2,0,0.02359
N2N3E8,1,1,0,0.011451
N2N3E9,5,5,0,0.058842
N2N3J1,14,13,0,0.152293
N2N3J5,1,1,0,0.011998
N2N3J7,19,18,0,0.213684
N2N3J8,7,6,0,0.07071
N2N3J9,3,3,0,0.034806
N2N3K8,5,4,0,0.046242
N2N3L2,3,3,0,0.034893
N2N3L7,5,4,0,0.046689
N2N3L9,2,2,0,0.023463
N2N3M1,1,1,0,0.011779
N2N3M7,5,4,0,0.046425
N2N3M9,263,214,0,2.501275
N2N3N3,36,35,0,0.406565
